Player,Runs,is_century,is_duck,missed_century,ScoreRate,No. of Matches
Lawrence G Rowe,136.0,0,0,0,43.30875,8
Laxman Sivaramakrishnan,5.0,0,0,0,39.26,4
Laxmi R Shukla,18.0,0,0,0,92.775,2
Lazaro O Tikolo,36.0,0,0,0,46.96,2
Lee K Germon,519.0,0,2,0,61.777096774193545,31
Lendl M P Simmons,966.0,1,5,0,53.852333333333334,30
Leon C Romero,1.0,0,1,0,10.0,2
Leon R Johnson,79.0,0,0,0,57.919999999999995,3
Leon V Garrick,99.0,0,0,0,39.74666666666666,3
Leonard S Pascoe,39.0,0,4,0,24.951818181818183,11
Lesley W Stokkers,15.0,0,0,0,37.5,1
Leslie B Taylor,1.0,0,0,0,16.66,1
Liam E Plunkett,315.0,0,2,0,90.95880000000001,25
Liaqat Ali,7.0,0,0,0,22.58,1
Lindamlilage P C Silva,1587.0,1,6,0,61.99409836065572,61
Lionel O B Cann,590.0,0,3,0,99.70399999999998,25
Lionel S Baker,13.0,0,2,0,30.057499999999997,4
Llorne G Howell,287.0,0,1,0,55.49166666666665,12
Loku Hettige D Dilhara,77.0,0,1,0,75.8625,8
Lonwabo L Tsotsobe,14.0,0,2,0,78.57142857142857,7
Lou Vincent,2413.0,3,8,0,59.32363636363633,99
Louis J Burger,11.0,0,2,0,17.07,6
Louis J Koen,82.0,0,1,0,40.062,5
Louis R D Mendis,1527.0,0,4,0,68.54121621621621,74
Lucas  Oluoch,6.0,0,0,0,99.995,2
Lucas P van Troost,284.0,0,3,0,60.128499999999995,20
Luke J Woodcock,14.0,0,0,0,78.945,2
Luke J Wright,701.0,0,3,0,83.60199999999999,35
Luke Ronchi,76.0,0,0,0,180.95,2
Lungile L  Bosman,301.0,0,2,0,76.44666666666667,12
Luteru R P L Taylor,3185.0,5,6,1,75.5810101010101,99
M R C Niroshan Bandarathilake,0.0,0,1,0,0.0,1
Mafizur Rahman,53.0,0,0,0,60.175,4
Mahawaduge D K Perera,44.0,0,0,0,46.3625,4
Mahbubul Alam,81.0,0,0,0,107.88499999999999,2
Mahbubur Rahman,3.0,0,0,0,37.5,1
Mahela L Udawatte,257.0,0,1,0,52.16333333333333,9
Mahendra S Dhoni,6497.0,7,6,5,85.30714285714282,175
Mahendra V Nagamootoo,162.0,0,2,0,83.51944444444445,18
Mahmood Hamid,1.0,0,0,0,16.66,1
Maitipage A R Samarasekera,844.0,0,2,0,60.15384615384615,39
Majid Khan,786.0,1,1,0,68.77727272727272,23
Makhaya Ntini,199.0,0,16,0,52.81595744680851,47
Malachi O Jones,113.0,0,1,0,63.25999999999999,12
Malachy B Loye,142.0,0,1,0,65.70714285714286,7
Malcolm D Marshall,955.0,0,7,0,74.9244578313253,83
Malcolm N Waller,434.0,0,2,1,75.16499999999999,20
Malcolm P Jarvis,37.0,0,0,0,85.76,5
Malhar L Patel,40.0,0,1,0,30.09,3
Mandy Yachad,31.0,0,0,0,40.25,1
Manimeldura C Mendis,3.0,0,0,0,150.0,1
Maninder Singh,49.0,0,4,0,45.81388888888888,18
Manjural Islam,53.0,0,8,0,30.423636363636366,22
Manjural Islam Rana,331.0,0,1,0,53.28238095238095,21
Mannava S K Prasad,131.0,0,2,0,52.10727272727272,11
Manoj Cheruparambil,30.0,0,1,0,34.09,2
Manoj K Tiwary,110.0,0,0,0,75.2642857142857,7
Manoj M Prabhakar,1858.0,2,9,1,56.13479591836734,98
Mansoor Akhtar,593.0,0,1,0,52.98514285714285,35
Mansoor Amjad,5.0,0,0,0,50.0,1
Mansoor Rana,15.0,0,0,0,107.13499999999999,2
Manzoor Akhtar,97.0,0,0,0,66.195,4
Manzoor Elahi,741.0,0,1,0,88.01804347826086,46
Maqsood Rana,5.0,0,0,0,38.46,1
Marcelis M C Schewe,49.0,0,0,0,81.37,4
Marcus E Trescothick,4335.0,12,13,1,69.12467213114756,122
Marcus J North,6.0,0,0,0,29.165,2
Margasaghayam Venkataramana,0.0,0,1,0,0.0,1
Mark A Ealham,716.0,0,4,0,59.129333333333335,45
Mark A Taylor,3514.0,1,4,2,51.1771818181818,110
Mark A Vermeulen,868.0,0,4,1,61.45511627906976,43
Mark B S Jonkman,43.0,0,1,0,64.7325,8
Mark E Waugh,8500.0,18,16,2,65.8502966101695,237
Mark G Burgess,336.0,0,1,0,58.11600000000001,20
Mark G Burmester,109.0,0,0,0,59.57857142857142,7
Mark H Dekker,379.0,0,0,0,47.31636363636364,22
Mark H Richardson,42.0,0,1,0,43.4375,4
Mark J Cosgrove,112.0,0,0,0,80.38333333333333,3
Mark J Greatbatch,2206.0,2,7,0,63.308192771084336,83
Mark J Haslam,9.0,0,0,0,50.0,1
Mark J Petrie,3.0,0,1,0,12.5,2
Mark R Benson,24.0,0,0,0,41.37,1
Mark R Gillespie,93.0,0,3,0,63.58857142857143,14
Mark R Johnson,20.0,0,1,0,55.555,2
Mark R Ramprakash,376.0,0,1,0,66.40777777777777,18
Mark V Boucher,4686.0,1,18,0,80.89782805429867,221
Mark W Alleyne,151.0,0,0,0,55.94749999999999,8
Mark W Douglas,55.0,0,1,0,35.55833333333333,6
Mark W Priest,103.0,0,2,0,40.58142857142857,14
Mark W Rushmere,78.0,0,0,0,44.235,4
Marlon I Black,4.0,0,1,0,25.0,2
Marlon N Samuels,2862.0,2,5,2,70.50774774774773,111
Marthinus J Fourie,42.0,0,0,0,114.478,5
Martin A Suji,247.0,0,12,0,45.57711538461538,52
Martin C Snedden,535.0,0,8,0,59.07407407407407,54
Martin D Crowe,4704.0,4,3,6,64.16371428571429,140
Martin F Kent,78.0,0,0,0,71.91799999999999,5
Martin J Guptill,1753.0,2,2,1,73.23346153846154,52
Martin P Bicknell,96.0,0,1,0,79.82833333333333,6
Martin P Stead,10.0,0,1,0,15.15,2
Martin van Jaarsveld,124.0,0,1,0,59.444285714285705,7
Martyn D Moxon,174.0,0,1,0,45.535000000000004,8
Marvan S Atapattu,8529.0,11,13,4,59.97355212355214,259
Mashrafe Bin Mortaza,1178.0,0,10,0,82.365,92
Masood Iqbal,2.0,0,0,0,100.0,1
Materba K G C P Lakshitha,7.0,0,0,0,58.33,2
Matthew A Parker,59.0,0,0,0,67.26875,8
Matthew D Bell,133.0,0,0,0,45.19142857142857,7
Matthew D J Walker,10.0,0,0,0,166.66,1
Matthew J Hoggard,17.0,0,2,0,41.20166666666666,6
Matthew J Horne,980.0,0,3,0,57.233749999999986,48
Matthew J Prior,1282.0,0,6,0,66.74951612903224,62
Matthew L Hayden,6133.0,10,9,4,70.26180645161288,155
Matthew N Hart,61.0,0,1,0,58.003750000000004,8
Matthew P Maynard,156.0,0,1,0,59.48583333333334,12
Matthew S Sinclair,1304.0,2,8,0,45.75019999999999,50
Matthew T G Elliott,1.0,0,0,0,16.66,1
Matthew V Fleming,139.0,0,1,0,95.99800000000002,10
Maurice A Ouma,1291.0,0,6,0,49.20652173913044,69
Maurice L C Foster,25.0,0,0,0,40.32,1
Maurice O Odumbe,1409.0,0,6,0,64.74542372881355,59
Maurits M A Jonkman,36.0,0,0,0,61.71,3
Maurits W A van Nierop,35.0,0,0,0,58.56999999999999,2
Maxwell H N Walker,79.0,0,2,0,41.92636363636364,11
Mazhar Hussain,179.0,0,0,0,54.91142857142857,7
Mazharul Haque,3.0,0,0,0,16.66,1
Mehmood Quaraishy,41.0,0,0,0,29.793333333333333,3
Mehrab Hossain,449.0,1,2,0,49.03166666666666,18
Mehrab Hossain Jr,276.0,0,1,0,35.95,16
Melt van Schoor,58.0,0,0,0,62.507999999999996,5
Merenna K D I Amerasinghe,6.0,0,2,0,75.0,4
Mervyn G Hughes,100.0,0,5,0,67.35058823529413,17
Merwyn V Dillon,227.0,0,13,0,53.45921568627451,51
Meyrick W Pringle,48.0,0,1,0,70.88499999999999,8
Michael A Atherton,1791.0,2,4,1,50.59537037037035,54
Michael A Holding,282.0,0,12,0,51.40952380952382,42
Michael B Owens,0.0,0,1,0,0.0,1
Michael C Cowdrey,1.0,0,0,0,20.0,1
Michael E K Hussey,4862.0,3,4,0,88.7090579710145,138
Michael F Malone,36.0,0,1,0,48.291428571428575,7
Michael G Bevan,6912.0,6,5,0,73.39551020408166,196
Michael G Vandort,48.0,0,0,0,41.02,1
Michael H Denness,264.0,0,1,0,70.1,11
Michael H Tissera,78.0,0,0,0,47.03333333333333,3
Michael H W Papps,207.0,0,0,1,49.63666666666666,6
Michael H Yardy,326.0,0,1,0,68.11375000000001,24
Michael Hendrick,6.0,0,5,0,32.5,10
Michael J Clarke,6619.0,6,10,6,70.45989361702127,188
Michael J D Allingham,11.0,0,0,0,10.886666666666665,3
Michael J Di Venuto,241.0,0,0,0,86.72222222222223,9
Michael J Mason,24.0,0,2,0,61.64142857142857,7
Michael J R Rindel,575.0,1,1,0,59.05318181818182,22
Michael J Slater,987.0,0,3,0,52.0907142857143,42
Michael J Smith,89.0,0,1,0,33.294999999999995,10
Michael L  Lewis,4.0,0,0,0,100.0,1
Michael P Vaughan,1982.0,0,10,0,58.15722891566264,83
Michael R J Veletta,484.0,0,2,0,64.40315789473685,19
Michael R Swart,46.0,0,1,0,37.165,4
Michael R Whitney,40.0,0,2,0,56.35923076923078,13
Michael S Kasprowicz,74.0,0,4,0,65.86769230769231,13
Michael W Gatting,2095.0,1,5,1,63.097045454545444,88
Milton R Pydanna,2.0,0,0,0,66.66,1
Minhajul Abedin,453.0,0,3,0,41.68076923076923,27
Mirwais Ashraf,71.0,0,1,0,64.21000000000001,7
Misbah-ul-Haq,2308.0,0,3,1,76.16422535211268,71
Mitchell G Johnson,708.0,0,6,0,94.55516666666666,60
Mitchell R Marsh,8.0,0,0,0,160.0,1
Mithra De S Wettimuny,2.0,0,0,0,18.18,1
Mluleki L Nkala,324.0,0,5,0,52.47171428571428,35
Mohamed F Maharoof,984.0,0,5,0,86.17406249999999,64
Mohamed N Nawaz,31.0,0,0,0,44.07,3
Mohammad Akram,14.0,0,4,0,30.704444444444448,9
Mohammad Amir,167.0,0,3,0,50.72666666666666,12
Mohammad Ashraful,3396.0,3,13,1,61.12871951219509,164
Mohammad Asif,34.0,0,6,0,37.231249999999996,16
Mohammad Asif Mujtaba,1068.0,1,8,0,52.25981818181818,55
Mohammad Aslam,38.0,0,0,0,73.2025,4
Mohammad Azharuddin,9378.0,7,9,5,69.66844155844164,308
Mohammad Hafeez,2132.0,3,8,1,58.60731707317075,82
Mohammad Hussain,154.0,0,1,0,99.06083333333333,12
Mohammad Iqbal,54.0,0,1,0,71.014,5
Mohammad Iqbal Qasim,39.0,0,2,0,34.747142857142855,7
Mohammad Irfan,3.0,0,0,0,60.0,1
Mohammad Ishaq,98.0,0,0,0,68.886,5
Mohammad Kaif,2753.0,2,8,2,64.54481818181816,110
Mohammad Kashif,1.0,0,2,0,3.03,3
Mohammad Khalil,0.0,0,1,0,0.0,1
Mohammad Mahmudullah,1318.0,0,2,0,70.45508196721312,61
Mohammad Nabi,429.0,0,1,0,92.01625000000001,16
Mohammad Q Sheikh,63.0,0,0,0,38.86333333333334,6
Mohammad Rafique,1190.0,0,16,0,61.581509433962275,106
Mohammad Salim,9.0,0,0,0,37.5,1
Mohammad Salman,22.0,0,1,0,35.39333333333334,3
Mohammad Sami,314.0,0,9,0,72.52934782608693,46
Mohammad Shahzad,652.0,3,1,0,73.16,16
Mohammad Sheikh,68.0,0,2,0,58.85933333333333,15
Mohammad Tauqir,87.0,0,0,0,66.5725,4
Mohammad Wasim,543.0,0,4,0,39.727599999999995,25
Mohammad Younis Ahmed,84.0,0,0,0,54.205,2
Mohammad Yousuf,9720.0,15,15,4,67.17329670329666,273
Mohammad Zahid,15.0,0,1,0,63.2275,4
Mohammed A Meman,19.0,0,0,0,86.36,1
Mohammed Nazir,4.0,0,1,0,16.666666666666668,3
Mohammed Sharif,53.0,0,2,0,43.321111111111115,9
Mohinder Amarnath,1924.0,2,2,0,52.38386666666667,75
Mohsin Kamal,27.0,0,1,0,61.305,6
Mohsin Khan,1877.0,2,3,0,48.931733333333334,75
Mohsin Mulla,1.0,0,0,0,9.09,1
Moin Khan,3266.0,0,19,0,76.8767213114754,183
Moin-Ul-Atiq,199.0,1,0,0,55.138,5
Moises C Henriques,18.0,0,0,0,58.364999999999995,2
Monde Zondeki,4.0,0,1,0,83.33333333333333,3
Moneeb M Iqbal,156.0,0,2,0,54.67999999999999,10
Moniruzzaman,1.0,0,1,0,3.57,2
Monte A Lynch,8.0,0,1,0,16.93,3
Mornantau Hayward,12.0,0,1,0,40.332,5
Morne Karg,45.0,0,0,0,54.480000000000004,2
Morne Morkel,116.0,0,4,0,60.78368421052631,19
Morne N van Wyk,331.0,0,3,0,60.50692307692308,13
Morshed Ali Khan,2.0,0,0,0,50.0,1
Mosharraf Hossain,15.0,0,0,0,41.02,3
Mpumelelo Mbangwa,34.0,0,6,0,49.033846153846156,13
Mudassar Bukhari,456.0,0,3,0,75.80178571428573,28
Mudassar Nazar,2653.0,0,6,1,50.07078260869564,115
Mudhsuden S Panesar,26.0,0,2,0,25.546249999999997,8
Mujahid Jamshed,27.0,0,0,0,56.666666666666664,3
Munaf M Patel,74.0,0,10,0,48.28592592592594,27
Munir Dar,18.0,0,0,0,108.33,2
Murali Kartik,126.0,0,1,0,59.07928571428572,14
Murali Vijay,196.0,0,0,0,63.295454545454554,11
Murphy L Su'A,24.0,0,0,0,42.92857142857143,7
Murray J Bennett,9.0,0,2,0,27.6775,4
Murray W Goodwin,1818.0,2,1,0,61.890571428571455,70
Mushfiqur Rahim,1975.0,1,8,1,57.59489130434781,92
Mushfiqur Rahman,360.0,0,4,0,48.64959999999999,25
Mushtaq Ahmed,399.0,0,18,0,63.4582894736842,76
Mushtaq Mohammad,209.0,0,0,0,56.831111111111106,9
Muthumudalige Pushpakumara,7.0,0,0,0,36.84,1
Muttiah Muralitharan,674.0,0,41,0,68.61635802469137,163
N L Thissara C  Perera,170.0,0,1,0,96.74071428571428,14
Nadeem Ahmed,3.0,0,1,0,10.313333333333333,3
Nadeem Ghauri,14.0,0,0,0,59.61333333333334,3
Nadeem Khan,2.0,0,0,0,66.66,1
Naeem Ahmed,0.0,0,1,0,0.0,1
Naeem Ashraf,24.0,0,0,0,120.51,2
Naeem Islam,666.0,0,4,0,76.68024999999997,40
Naeemuddin Aslam,12.0,0,1,0,20.0,2
Nafis Iqbal,309.0,0,1,0,47.894999999999996,16
Naimuir Rahman,488.0,0,3,0,58.07407407407407,27
Najaf Shah,0.0,0,1,0,0.0,1
Najeeb Aamer,38.0,0,1,0,49.644999999999996,4
Naman V Ojha,1.0,0,0,0,14.28,1
Nandlal S Yadav,1.0,0,1,0,3.57,2
Narendra D Hirwani,8.0,0,3,0,38.519999999999996,7
Narsingh Deonarine,510.0,0,0,0,69.05578947368421,19
Naseer Malik,0.0,0,1,0,0.0,1
Nasim-Ul-Ghani,1.0,0,0,0,12.5,1
Nasir Ahmed,25.0,0,0,0,46.355,4
Nasir Hameed,0.0,0,1,0,0.0,1
Nasir Hossain,130.0,0,1,0,78.878,5
Nasir Jamshed,353.0,0,1,0,84.91,12
Nasir Javed,2.0,0,0,0,10.52,1
Nasser Hussain,2332.0,1,6,2,54.91908045977011,87
Nathan J Astle,7090.0,16,19,7,61.723456221198155,217
Nathan L McCullum,450.0,0,2,0,77.32874999999999,24
Nathan M Hauritz,336.0,0,2,0,90.65999999999998,32
Nathan W Bracken,198.0,0,7,0,62.80114285714287,35
Natsai Mushangwe,7.0,0,0,0,70.0,1
Naumanullah,5.0,0,0,0,125.0,1
Navdeep S Poonia,243.0,0,7,0,36.305238095238096,21
Naved Anjum,113.0,0,1,0,65.25666666666667,12
Naved Latif,262.0,1,1,0,53.41545454545455,11
Naved-ul-Hasan,524.0,0,6,0,86.24215686274506,51
Navjot S Sidhu,4413.0,6,7,3,57.45314960629923,127
Nawroz Mangal,384.0,0,1,0,82.79823529411765,17
Nayan R Mongia,1272.0,0,6,0,68.254375,96
Nazimuddin,90.0,0,0,0,56.08428571428572,7
Nazmul Hossain,35.0,0,9,0,31.900952380952383,21
Neal V Radford,0.0,0,3,0,0.0,3
Neeyamur Rashid,5.0,0,0,0,91.665,2
Nehemiah N Odhiambo,514.0,0,9,0,62.60744680851062,47
Nehemiah O Perry,212.0,0,2,0,55.346875000000004,16
Neil A Foster,150.0,0,3,0,76.97160000000001,25
Neil C Johnson,1679.0,4,2,2,64.03520833333333,48
Neil C McGarrell,60.0,0,2,0,54.586,10
Neil D McKenzie,1688.0,2,2,0,66.018,55
Neil F I McCallum,1002.0,2,4,0,55.782142857142865,42
Neil H Fairbrother,2092.0,1,2,0,68.38042253521125,71
Neil J MacRae,10.0,0,0,0,25.71,2
Neil Kruger,39.0,0,0,0,43.405,2
Neil M K Smith,100.0,0,0,0,78.68833333333333,6
Neil T Broom,333.0,0,6,0,50.55954545454545,22
Nelon T Pascal,0.0,0,1,0,0.0,1
Nelson M Odhiambo,1.0,0,1,0,6.25,2
Ngonidzashe B Mahwire,117.0,0,3,0,49.99368421052632,19
Niall J  O'Brien,1198.0,0,3,0,63.81714285714287,49
Nic Pothas,24.0,0,0,0,58.53,1
Nicholas A De Groot,44.0,0,3,0,18.916666666666668,6
Nicholas Ifill,16.0,0,1,0,26.266666666666666,3
Nicholas R Dyer,3.0,0,2,0,12.5,4
Nicholas V Knight,3626.0,5,7,1,60.9104,100
Nick A Statham,7.0,0,2,0,6.666666666666667,3
Nico Boje,1414.0,2,3,0,87.51394366197181,71
Nigel G Jones,74.0,0,1,0,65.14999999999999,9
Nikhil Chopra,310.0,0,1,0,61.82384615384616,26
Nikita O Miller,252.0,0,5,0,82.11916666666669,24
Nilesh M Kulkarni,11.0,0,1,0,50.284000000000006,5
Nishantha Ranatunga,0.0,0,1,0,0.0,1
Nitish R Kumar ,135.0,0,0,0,41.42444444444445,9
Nixon A M McLean,314.0,0,7,0,71.1464705882353,34
Nizel Fernandes,5.0,0,0,0,38.46,1
Njabulo Ncube,0.0,0,1,0,0.0,1
Noel A David,9.0,0,0,0,75.0,2
Nolan E Clarke,50.0,0,2,0,30.32,5
Noor Ali Zadran,362.0,1,0,0,69.87769230769231,13
Noor-ul-Haq,12.0,0,1,0,10.71,2
Norbert Phillip,0.0,0,1,0,0.0,1
Norman G Cowans,13.0,0,3,0,49.0175,8
Norman Gifford,0.0,0,1,0,0.0,1
Norman M Parker,0.0,0,1,0,0.0,1
Nurul Abedin,15.0,0,2,0,13.585,4
Oli J Hairs,68.0,0,0,0,62.476,5
Oliver L Pitcher,72.0,0,1,0,29.094,5
Omar Henry,20.0,0,0,0,65.98,3
Omari A C Banks,83.0,0,0,0,63.104,5
Oronde Bascombe,65.0,0,0,0,42.115,6
Ottis D Gibson,141.0,0,1,0,79.01545454545455,11
Owais A Shah,1834.0,1,7,1,67.78984848484848,66
Pallemoni Krishnamurthy,6.0,0,0,0,46.15,1
Panagodage D R L Perera,8.0,0,4,0,34.69285714285714,7
Pankaj Dharmani,8.0,0,0,0,100.0,1
Pankaj Singh,3.0,0,0,0,100.0,1
Paras L Mhambrey,7.0,0,0,0,140.0,1
Parbhu G Nana,9.0,0,1,0,11.743333333333334,3
Parth A Desai,8.0,0,3,0,24.467142857142857,7
Parthasarathy H Sharma,20.0,0,0,0,71.21000000000001,2
Pathiv A Patel,676.0,0,1,1,76.0807142857143,28
Patrick A Browne,134.0,0,0,0,74.89800000000001,5
Patrick I Pocock,4.0,0,0,0,44.44,1
Patrick J Cummins,17.0,0,0,0,98.75,2
Patrick L Symcox,694.0,0,7,0,75.45537037037037,54
Patterson I C Thompson,2.0,0,0,0,28.57,1
Paul A Hitchcock,41.0,0,1,0,95.60000000000001,7
Paul A Nixon,297.0,0,2,0,89.3161111111111,18
Paul A Strang,1090.0,0,8,0,62.3445205479452,73
Paul D Collingwood,5092.0,5,7,3,72.62646408839778,181
Paul E McEwan,204.0,0,0,0,61.51,15
Paul J C  Hoffmann,85.0,0,4,0,81.62714285714287,14
Paul J Franks,4.0,0,0,0,23.52,1
Paul J K  Mooney,12.0,0,1,0,85.71333333333332,3
Paul J W Allott,15.0,0,3,0,37.02333333333333,6
Paul J Wiseman,45.0,0,1,0,70.6242857142857,7
Paul R Adams,66.0,0,4,0,46.43222222222222,9
Paul R Downton,242.0,0,2,0,68.70750000000001,20
Paul R Reiffel,503.0,0,5,0,69.44333333333333,57
Paul R Stirling,1349.0,4,1,0,88.56529411764706,34
Paul W Jarvis,31.0,0,2,0,58.31875,8
Paul Wilson,4.0,0,2,0,23.332,5
Paul-Jan Bakker,1.0,0,0,0,25.0,1
Pedro T Collins,30.0,0,4,0,44.50416666666667,12
Pervez Mir,26.0,0,0,0,55.28666666666667,3
Peter Connell,40.0,0,1,0,43.547999999999995,5
Peter D Heyn,3.0,0,0,0,12.5,2
Peter D McGlashan,63.0,0,0,0,105.55000000000001,2
Peter E Cantrell,160.0,0,0,0,54.474000000000004,5
Peter G Coman,62.0,0,1,0,46.26666666666667,3
Peter G Fulton,1334.0,1,2,0,66.92826086956521,46
Peter G Gillespie,2.0,0,3,0,6.25,4
Peter J Ingram ,193.0,0,0,0,89.54857142857142,7
Peter J L Dujon,1945.0,0,8,0,68.44683333333334,120
Peter J Martin,38.0,0,1,0,93.46461538461539,13
Peter J Ongondo,389.0,0,13,0,63.75709677419354,62
Peter L Taylor,437.0,0,5,0,76.24127659574471,47
Peter Lever,17.0,0,0,0,88.37333333333333,3
Peter M Seelar,94.0,0,7,0,52.74947368421053,19
Peter M Siddle,21.0,0,0,0,131.66500000000002,4
Peter M Toohey,105.0,0,0,0,76.7075,4
Peter N Kirsten,1293.0,0,0,1,52.605750000000015,40
Peter N Webb,38.0,0,0,0,56.34400000000001,5
Peter W Borren,791.0,0,5,1,67.24348837209301,43
Peter W E Rawson,80.0,0,1,0,53.10375,8
Peter Willey,538.0,0,3,0,54.10208333333335,24
Petrus S De Villiers,170.0,0,15,0,54.728611111111114,36
Phenyo V Mpitsang,1.0,0,0,0,100.0,1
Philip A Emery,11.0,0,0,0,84.61,1
Philip A Horne,50.0,0,1,0,31.630000000000003,4
Philip A Jaques,125.0,0,1,1,38.89166666666667,6
Philip C R Tufnell,15.0,0,5,0,35.107,10
Philip H Carlson,11.0,0,1,0,20.37,2
Philip Mustard,233.0,0,0,0,96.773,10
Philip S Eaglestone,4.0,0,0,0,133.33,1
Philip V Simmons,3675.0,5,14,1,59.58173913043478,138
Phillip A J De Freitas,690.0,0,5,0,86.22469696969695,66
Phillippe H Edmonds,116.0,0,4,0,58.68055555555557,18
Phillipus J R Steyn,4.0,0,0,0,28.57,1
Philo A Wallace,701.0,1,4,0,49.07999999999999,33
Pieter C Strydom,48.0,0,2,0,31.13375,8
Pinnaduwage A de Silva,9284.0,11,17,8,72.22793918918917,296
Piyush P Chawla,38.0,0,2,0,75.075,12
Praful S Mehta,12.0,0,0,0,29.26,1
Pragyan P Ojha,41.0,0,3,0,36.654444444444444,9
Prashant S Vaidya,15.0,0,0,0,116.665,2
Praveen K Amre,513.0,0,1,0,64.86933333333333,30
Praveen Kumar,276.0,0,3,0,75.23935483870967,31
Preston L Mommsen,204.0,0,0,0,50.973,10
Prosper Utseya,1160.0,0,17,0,64.70324324324324,111
Pubudu B Dassanayake,85.0,0,0,0,80.604,10
Pulasthi W Gunaratne,36.0,0,2,0,45.49625,8
Qaiser Ali,244.0,0,3,0,46.771764705882354,17
Qasim Omar,642.0,0,3,0,47.47677419354839,31
R A Suranga Lakmal,1.0,0,3,0,8.3325,4
R M Shaminda Eranga,3.0,0,1,0,27.77333333333333,3
Rabindra R Singh,2336.0,1,5,0,74.2658407079646,113
Raees Ahmadzai,88.0,0,0,0,65.405,4
Rafiqul Alam,24.0,0,0,0,41.275,2
Rafiqul Islam,0.0,0,1,0,0.0,1
Rageg G Aga,1.0,0,1,0,8.33,2
Rahul Dravid,10889.0,12,13,3,66.91160377358489,318
Rahul L Sanghvi,8.0,0,1,0,44.44,2
Rahul Sharma,11.0,0,0,0,40.47,2
Rajab W Ali,7.0,0,1,0,14.226666666666667,3
Rajesh K Chauhan,132.0,0,5,0,59.46555555555556,18
Rajesh L Bhudia,122.0,0,0,0,99.52000000000001,5
Rajin Saleh,1005.0,1,5,0,42.69674418604651,43
Rajinder S Ghai,1.0,0,0,0,33.33,1
Rajindra Dhanraj,8.0,0,1,0,13.33,2
Rajiv R Kulkarni,33.0,0,0,0,78.362,5
Rakeep R Patel,419.0,0,3,1,50.89920000000001,25
Raman Lamba,783.0,1,2,0,57.24774193548387,31
Ramesh K Sethi,54.0,0,0,0,23.09,3
Ramesh R David,82.0,0,0,0,43.23333333333333,3
Ramesh R Powar,163.0,0,2,0,54.76842105263159,19
Ramiz Raja,5841.0,9,16,1,53.865532994923846,197
Ramnaresh R Sarwan,5644.0,4,6,5,72.78229813664595,161
Ramveer Rai,39.0,0,0,0,31.45,1
Rana M Haq,445.0,0,1,0,56.53541666666667,24
Rana Omer Hussain,63.0,0,0,0,38.26875,8
Ranasinghe P A H Wickramaratne,4.0,0,0,0,66.66499999999999,2
Rangana Herath,17.0,0,1,0,45.178000000000004,5
Ranganath Vinay Kumar,3.0,0,1,0,41.666666666666664,3
Ranjan S Madugalle,950.0,0,4,0,54.2325,57
Raqibul Hasan Jnr,1308.0,0,6,0,51.58703703703703,54
Raqibul Hasan Snr,17.0,0,0,0,29.615000000000002,2
Rashid Khan,110.0,0,1,0,70.98733333333332,15
Rashid Latif,1709.0,0,10,0,71.70222222222222,117
Rashid Zia,9.0,0,0,0,12.88,2
Ratnayake A P Nissanka,53.0,0,2,0,49.5523076923077,13
Ravi Rampaul,199.0,0,5,0,66.06884615384615,26
Ravichandran Ashwin,123.0,0,3,0,84.02090909090909,11
Ravinda S Bopara,1560.0,0,2,1,75.00338461538462,65
Ravindra A Jadeja,687.0,0,5,0,74.81142857142856,28
Ravindu D Shah,1506.0,1,5,0,53.63490909090911,55
Ravishankar J Shastri,3108.0,4,6,0,59.98703124999999,128
Rawl N Lewis,291.0,0,2,0,87.04142857142857,21
Rayad R Emrit,13.0,0,1,0,19.695,2
Raymond Illingworth,5.0,0,0,0,25.32,2
Raymond J Bright,66.0,0,2,0,46.472500000000004,8
Raymond W Price,366.0,0,11,0,55.80392857142857,56
Reetinder S Sodhi,280.0,0,0,0,68.09285714285714,14
Regan M West,61.0,0,1,0,123.3625,4
Regis W Chakabva,176.0,0,2,0,60.05800000000001,10
Reinhardt Strydom,83.0,0,0,0,51.46833333333333,6
Reiout H Scholte,39.0,0,0,0,27.508000000000003,5
Reon D King,65.0,0,9,0,26.573913043478264,23
Riaan Walters,0.0,0,2,0,0.0,2
Riaz H Poonawala,44.0,0,0,0,104.75999999999999,2
Ricardo L Powell,2085.0,1,8,0,86.74770000000001,100
Richard A Austin,8.0,0,0,0,61.53,1
Richard A Jones,168.0,0,0,0,48.958000000000006,5
Richard B McCosker,320.0,0,2,1,34.33785714285714,14
Richard B Reid,248.0,0,0,0,50.68444444444444,9
Richard B Richardson,6248.0,5,8,5,56.13230414746542,217
Richard D Berrington,387.0,0,2,0,78.4388888888889,18
Richard D Robinson,82.0,0,0,0,50.28,2
Richard G Petrie,65.0,0,1,0,55.22,8
Richard J Blakey,25.0,0,1,0,25.51,2
Richard J Hadlee,1751.0,0,4,0,78.46806122448979,98
Richard J Webb,6.0,0,0,0,60.0,1
Richard K Illingworth,68.0,0,0,0,67.58363636363637,11
Richard L Johnson,16.0,0,2,0,54.165,4
Richard M Ellison,86.0,0,0,0,68.80083333333333,12
Richard O Collinge,34.0,0,2,0,49.85333333333333,9
Richard P De Groen,12.0,0,4,0,29.3475,8
Richard P Snell,322.0,0,2,0,91.76107142857141,28
Richard S Gabriel,167.0,0,2,0,42.663636363636364,11
